"E(level)(keV)","XREF","Jπ(level)","T1/2(level)","E(γ)(keV)","I(γ)","M(γ)","Final Levels",
"2694.62 4","B","1(-),2+","","247.2 8 ,    485.92 11 ,    677.41 15 ,    699.82 13 ,    847.16 11 ,    930.2 2 ,    952.2 8 ,    965.00 10 ,   1033.3 2 ,   1316.99 9 ,   1419.70 24 ,   2085.19 14 ,   2694.66 10",",      27 5 ,       7 3 ,      20 6 ,      29 3 ,      32 5 ,       7 3 ,  ,      25 3 ,     100 7 ,       6.6 10 ,      54 2 ,      37.5 12",", , , , , , , , , , , ,","2447.702,   2208.69,   2017.309,   1994.640,   1847.443,   1764.515,   1742.98,   1729.609,   1661.279,   1377.678,   1274.766,    609.316,      0.0","1-, (2,3), 0+, (2)-, 2+, 1+, 0+, 2+, 2+, 2+, (3)-, 2+, 0+",
"2698.76 6","B","1-,2+","","494.20 9 ,    687.60 19 ,    934.5 5 ,   1038.0 2 ,   1155.6 5 ,   1321.5,   2089.67 10 ,   2699.26 14","22.9 23 ,      14 3 ,      21 6 ,      18.5 24 ,      34 9 ,      10 5 ,     100 5 ,       6.1 5",", , , , , , ,","2204.089,   2010.830,   1764.515,   1661.279,   1543.372,   1377.678,    609.316,      0.0","1+, 2+, 1+, 2+, 2+, 2+, 2+, 0+",
"2719.27 4","B","1+,1-,2+","","600.0 5 ,    630.8 1 ,    708.87 21 ,    976.18 12 ,   1058.1,   1303.75 7 ,   1341.49 13 ,   2109.98 8 ,   2719.33 14","7 2 ,     ≤16.8,      11.3 12 ,      14.3 19 ,       8 3 ,     100 4 ,      20 3 ,      79 3 ,       1.6 2",", , , , , , , ,","2118.533,   2088.44,   2010.830,   1742.98,   1661.279,   1415.495,   1377.678,    609.316,      0.0","1+, 1+,1-,2+, 2+, 0+, 2+, 0+, 2+, 2+, 0+",
"E(level), (keV)","XREF","Jπ(level)","T1/2(level)","E(γ), (keV)","I(γ)","M(γ)","Final Levels",
"2728.609 22","B","1,2","","280.97 4 ,    519.90 5 ,    524.60 8 ,    733.81 7 ,    964.08 3 ,   1067.39 24 ,   1351 1 ?,   2120.0 10","18.4 19 ,       4.5 5 ,       4.6 5 ,      11.2 8 ,     100 3 ,       6.9 16 ,  ,       1.9 5",", , , , , , ,","2447.702,   2208.69,   2204.089,   1994.640,   1764.515,   1661.279,   1377.678,    609.316","1-, (2,3), 1+, (2)-, 1+, 2+, 2+, 2+",
"2769.94 10","B","1+,1-,2+","","1108.8,   1226.7 3 ,   1392.5 4 ?,   2160.4 3 ,   2769.93 11","63 20 ,     ≤73,      38 7 ,       7.4 18 ,     100 4",", , , ,","1661.279,   1543.372,   1377.678,    609.316,      0.0","2+, 2+, 2+, 2+, 0+",
"2785.96 8","B","1+,1-,2+","","581.9 8 ,    938.65 16 ,   1021.36 17 ,   1370.5,   2176.54 17 ,   2785.95 11",",      85 24 ,     100 16 ,      67 15 ,      22 3 ,      37 3",", , , , ,","2204.089,   1847.443,   1764.515,   1415.495,    609.316,      0.0","1+, 2+, 1+, 0+, 2+, 0+",
"2794.1 6","B","","","2184.8 6","","","609.316","2+",
"2802.53 19","B","","","598.5 8 ,   1038.0 2 ,   2193.3 6",",  ,",", ,","2204.089,   1764.515,    609.316","1+, 1+, 2+",
"2826.98 13","B","1+,1-,2+","","282.0 4 ,   1062.4,   1449.2,   2826.97 14",",      70 43 ,     100 50 ,      12 1",", , ,","2544.96,   1764.515,   1377.678,      0.0",", 1+, 2+, 0+",
"2860.89 12","B","1+,1-,2+","","1013.4 7 ,   1317.7 4 ,   1483.5,   2251.51 13 ,   2861.0 3","100 29 ,  ,      98 35 ,      45 3 ,       3.1 6",", , , ,","1847.443,   1543.372,   1377.678,    609.316,      0.0","2+, 2+, 2+, 2+, 0+",
"E(level), (keV)","XREF","Jπ(level)","T1/2(level)","E(γ), (keV)","I(γ)","M(γ)","Final Levels",
"2869.60 12","B","","","422.0 8 ,   1595 1 ,   2260.27 12",",      56 33 ,     100 5",", ,","2447.702,   1274.766,    609.316","1-, (3)-, 2+",
"2880.36 12","B","1+,1-,2+","","2270.9 4 ,   2880.35 12","13 2 ,     100 6",",","609.316,      0.0","2+, 0+",
"2893.58 9","B","1+,1-,2+","","626.4 6 ?,   1515.5 3 ?,   2284.34 17 ,   2893.53 10","60 20 ,     100 13 ,      74 4 ,      84 6",", , ,","2266.41,   1377.678,    609.316,      0.0","1(-),2+, 2+, 2+, 0+",
"2896.98 23","B","","","2287.65 23","100","","609.316","2+",
"2919.5 3","B","","","2310.2 3","100","","609.316","2+",
"2921.90 9","B","1+,1-,2+","","2312.42 13 ,   2921.98 11","64 6 ,     100 3",",","609.316,      0.0","2+, 0+",
"2928.56 21","B","1+,1-,2+","","2319.3 3 ?,   2928.54 21","37 18 ,     100 8",",","609.316,      0.0","2+, 0+",
"2934.54 17","B","1+,1-,2+","","2325.16 24 ,   2934.57 23","100 10 ,      27 5",",","609.316,      0.0","2+, 0+",
"2940.67 9","B","1(-),2+,2-","","1279.0 7 ,   1665.9 2 ,   2331.36 10 ,   2940.0","60 11 ,      31 5 ,     100 6 ,",", , ,","1661.279,   1274.766,    609.316,      0.0","2+, (3)-, 2+, 0+",
"2962.8 7","B","","","2353.5 7","100","","609.316","2+",
"2967.6 5","B","","","1693.4 8 ,   2358.0 6",",",",","1274.766,    609.316","(3)-, 2+",
"2978.93 9","B","1+,1-,2+","","2369.54 16 ,   2978.93 11","20 3 ,     100 3",",","609.316,      0.0","2+, 0+",
"2986.24 10","B","(1-),2+,2-","","1711.0 8 ?,   2376.91 10","20 10 ,     100 5",",","1274.766,    609.316","(3)-, 2+",
"3000.00 11","B","1(-),2+","","280.6 4 ,    551.9 8 ,   1723.7 8 ,   2390.83 19 ,   2999.97 14",",  ,  ,      18 1 ,     100 5",", , , ,","2719.27,   2447.702,   1274.766,    609.316,      0.0","1+,1-,2+, 1-, (3)-, 2+, 0+",
"E(level), (keV)","XREF","Jπ(level)","T1/2(level)","E(γ), (keV)","I(γ)","M(γ)","Final Levels",
"3003.4 10","B","","","1156 1","100","","1847.443","2+",
"3005.8 6","B","","","2396.5 6","","","609.316","2+",
"3014.11 13","B","1+,1-,2+","","314.9 8 ,   1285.1 5 ,   1353.4 8 ?,   1470.9 3 ,   1598.0 5 ,   1636.36 16 ,   2405.1 5",",     100 18 ,  ,       5.8 9 ,      37 18 ,      73 8 ,       2.6 9",", , , , , ,","2698.76,   1729.609,   1661.279,   1543.372,   1415.495,   1377.678,    609.316","1-,2+, 2+, 2+, 2+, 0+, 2+, 2+",
"3022.3 3","B","","","1011.8 8 ,   1361.2 8 ,   1644.0 8 ,   1747.2 8 ,   2413.1 4",",  ,  ,  ,",", , , ,","2010.830,   1661.279,   1377.678,   1274.766,    609.316","2+, 2+, 2+, (3)-, 2+",
"3030.3 6","B","","","2421.0 6","","","609.316","2+",
"3039.3 6","B","","","2430.0 6","","","609.316","2+",
"3053.93 14","B","1+,1-,2+","","1206.4 8 ,   1637 1 ,   1676.1,   2444.7 5 ,   3053.93 15",",      28 14 ,     <23,      39 2 ,     100 3",", , , ,","1847.443,   1415.495,   1377.678,    609.316,      0.0","2+, 0+, 2+, 2+, 0+",
"3068.3 8","B","","","2459.0 8","","","609.316","2+",
"3078.7 6","B","","","2469.4 6","","","609.316","2+",
"3081.80 15","B","1+,1-,2+","","2472.9,   3081.77 15","45 15 ,     100 8",",","609.316,      0.0","2+, 0+",
"3094.01 24","B","1(-),2+","","1717.0 8 ?,   1819.2 4 ,   2482.8 4 ?,   3094.0 3",",    <358,  ,     100 11",", , ,","1377.678,   1274.766,    609.316,      0.0","2+, (3)-, 2+, 0+",
"3139.0 8","B","","","2529.7 8","","","609.316","2+",
"E(level), (keV)","XREF","Jπ(level)","T1/2(level)","E(γ), (keV)","I(γ)","M(γ)","Final Levels",
"3142.58 22","B","1+,1-,2+","","1481.3,   3142.56 22","100 35 ,      13 1",",","1661.279,      0.0","2+, 0+",
"3149.2 5","B","1+,1-,2+","","2540.3 8 ,   3149.0 5",",",",","609.316,      0.0","2+, 0+",
"3160.3 4","B","1+,1-,2+","","2550.7 5 ,   3160.5 4","67 19 ,     100 18",",","609.316,      0.0","2+, 0+",
"3164.4 8","B","","","2555.1 8","","","609.316","2+",
"3173.3 6","B","","","2564.0 6","","","609.316","2+",
"3183.65 23","B","1+,1-,2+","","2574.2,   3183.63 23","<36,     100 7",",","609.316,      0.0","2+, 0+",
"3262.4 8","B","","","1532.8 8","","","1729.609","2+",

"E(level)(keV)","Jπ(level)","T1/2(level)","E(γ)(keV)","Multipolarity","MixingRatio","ConversionCoefficient","Additional Data",
"609.316","2+","% IT = 100, % α = 0.00026","609.320 5","E2","","0.0204","α=0.0204",
"1015.039","(4+)","","405.72 2","[E2]","","0.0541","α=0.0541",
"1274.766","(3)-","% IT = 100, % α = 0.0015","665.447 9","E1","","0.00579","α=0.00579",
"1377.678","2+","","768.360 5","M1+E2","+2.8 7","0.0157","α=0.0157 21",
"2+","","1377.669 8","E2","","0.00404","α=0.00404",
"1415.495","0+","99 ps 3","806.180 9","E2","","0.01127","B(E2)(W.u.)=0.159 10, α=0.01127",
"1543.372","2+","% IT = 100, % α = 0.0017","268.8 2","[E1]","","0.0405","α=0.0405",
"2+","% IT = 100, % α = 0.0017","528 1","[E2]","","0.0282","α=0.0282 5",
"2+","% IT = 100, % α = 0.0017","934.056 6","M1+E2","-0.3 1","0.0234","α=0.0234 10",
"2+","% IT = 100, % α = 0.0017","1543.34 5","[E2]","","0.00333","α=0.00333",
"1661.279","2+","% IT = 100, % α = 0.0034","1051.96 3","[M1,E2]","","0.012","α=0.012 6",
"2+","% IT = 100, % α = 0.0034","1661.274 16","E2","","0.00296","α=0.00296",
"1712.97","(3)+","","697.93 8","[M1,E2]","","0.034","α=0.034 19",
"(3)+","","1103.70 13","[M1,E2]","","0.011","α=0.011 5",
"1729.609","2+","% IT = 100, % α = 0.00011","351.9 5","[M1+E2]","","0.20","α=0.20 13",
"2+","% IT = 100, % α = 0.00011","454.79 2","[E1]","","0.01251","α=0.01251",
"2+","% IT = 100, % α = 0.00011","1120.294 6","M1+E2","+0.18 2","0.01522","α=0.01522 23",
"2+","% IT = 100, % α = 0.00011","1729.595 11","E2","","0.00278","α=0.00278",
"1742.98","0+","","1133.66 3","[E2]","","0.00578","α=0.00578",
"1764.515","1+","","221 1","[M1,E2]","","0.8","α=0.8 5",
"1+","","348.92 6","[M1]","","0.335","α=0.335",
"1+","","386.78 5","[M1,E2]","","0.16","α=0.16 10",
"1+","","1155.210 8","M1+E2","+0.33 6","0.0135","α=0.0135 4",
"1+","","1764.491 10","M1","","0.00511","α=0.00511",
"1847.443","2+","% IT = 100, % α = 0.0012","304.2 2","[M1,E2]","","0.30","α=0.30 19",
"2+","% IT = 100, % α = 0.0012","469.77 4","[M1,E2]","","0.09","α=0.09 6",
"2+","% IT = 100, % α = 0.0012","572.78 6","[E1]","","0.00779","α=0.00779",
"2+","% IT = 100, % α = 0.0012","832.36 9","[E2]","","0.01057","α=0.01057",
"2+","% IT = 100, % α = 0.0012","1238.122 7","M1+E2","-0.03 3","0.01200","α=0.01200",
"E(level), (keV)","Jπ(level)","T1/2(level)","E(γ), (keV)","Multipolarity","Mixing, Ratio","Conversion, Coefficient","Additional Data",
"1890.306","2+","","615.77 5","[E1]","","0.00674","α=0.00674",
"2+","","1280.976 10","M1","","0.01101","α=0.01101",
"1994.640","(2)-","","230 1","[E1]","","0.0585","α=0.0585 11",
"(2)-","","333.37 5","[E1]","","0.0247","α=0.0247",
"(2)-","","617.1 2","[E1]","","0.00672","α=0.00672",
"(2)-","","719.87 3","E2","","0.01424","α=0.01424",
"(2)-","","1385.310 13","[E1]","","1.63×10-3","α=1.63×10-3",
"2010.830","2+","","595.24 7","[E2]","","0.0215","α=0.0215",
"2+","","633.10 4","[M1,E2]","","0.044","α=0.044 25",
"2+","","1401.515 12","(M1+E2)","+1.6 5","0.0053","α=0.0053 9",
"2017.309","0+","% IT = 100, % α = 0.0014","252.80 6","[M1]","","0.809","α=0.809",
"0+","% IT = 100, % α = 0.0014","356.00 17","[E2]","","0.0770","α=0.0770",
"0+","% IT = 100, % α = 0.0014","639.62 8","[E2]","","0.0183","α=0.0183",
"0+","% IT = 100, % α = 0.0014","1407.988 11","(E2)","","0.00389","α=0.00389",
"2118.533","1+","","388.89 5","(M1)","","0.250","α=0.250",
"1+","","703.11 4","[M1]","","0.0519","α=0.0519",
"1+","","740.76 13","[M1,E2]","","0.029","α=0.029 16",
"1+","","1509.210 10","M1+E2","-0.053 35","0.00732","α=0.00732",
"1+","","2118.514 19","M1","","0.00356","α=0.00356",
"2192.537","2+","","428.07 8","[M1,E2]","","0.12","α=0.12 8",
"2+","","649.22 5","[M1,E2]","","0.041","α=0.041 24",
"2+","","814.96 9","[M1,E2]","","0.023","α=0.023 13",
"2+","","917.7 3","[E1]","","0.00317","α=0.00317",
"2+","","1583.204 15","M1+E2","-0.20 10","0.00642","α=0.00642 18",
"2204.089","1+","","461.08 11","[M1]","","0.1581","α=0.1581",
"1+","","474.44 4","[M1,E2]","","0.09","α=0.09 6",
"1+","","542.83 7","[M1,E2]","","0.06","α=0.06 4",
"1+","","660.94 13","[M1,E2]","","0.039","α=0.039 22",
"1+","","788.6 4","[M1]","","0.0385","α=0.0385",
"1+","","826.45 10","M1","","0.0341","α=0.0341",
"1+","","1594.75 7","[M1]","","0.00644","α=0.00644",
"1+","","2204.059 22","M1","","0.00333","α=0.00333",
"E(level), (keV)","Jπ(level)","T1/2(level)","E(γ), (keV)","Multipolarity","Mixing, Ratio","Conversion, Coefficient","Additional Data",
"2266.41","1(-),2+","% α = 0.033, % IT = 99.97","723.08 10","E2","","0.01410","α=0.01410",
"1(-),2+","% α = 0.033, % IT = 99.97","991.49 19","[E1]","","0.00276","α=0.00276",
"2293.358","1(+),2+","","878.03 12","[M1,E2]","","0.019","α=0.019 10",
"1(+),2+","","915.75 13","[M1,E2]","","0.017","α=0.017 9",
"2447.702","1-","% IT = 100, % α = 0.0050","452.92 10","[M1,E2]","","0.10","α=0.10 7",
"1-","% IT = 100, % α = 0.0050","683.23 5","[E1]","","0.00551","α=0.00551",
"1-","% IT = 100, % α = 0.0050","704.96 22","[E1]","","0.00519","α=0.00519",
"1-","% IT = 100, % α = 0.0050","786.35 14","[E1]","","0.00422","α=0.00422",
"1-","% IT = 100, % α = 0.0050","904.31 8","[E1]","","0.00326","α=0.00326",
"1-","% IT = 100, % α = 0.0050","1032.38 7","[E1]","","0.00257","α=0.00257",
"1-","% IT = 100, % α = 0.0050","1069.96 7","[E1]","","0.00241","α=0.00241",
"1-","% IT = 100, % α = 0.0050","1173.00 8","[E2]","","0.00542","α=0.00542",
"1-","% IT = 100, % α = 0.0050","2447.70 3","E1","","1.42×10-3","α=1.42×10-3",
"2482.468","(2)+","","487.95 13","[E1]","","0.01080","α=0.01080",
"(2)+","","634.72 21","[M1,E2]","","0.043","α=0.043 25",
"(2)+","","752.85 3","[M1,E2]","","0.028","α=0.028 16",
"(2)+","","821.18 3","M1","","0.0346","α=0.0346",
"(2)+","","939.6 5","[M1,E2]","","0.016","α=0.016 8",
"(2)+","","1104.71 13","[M1,E2]","","0.011","α=0.011 5",
"(2)+","","1207.68 3","[E1]","","0.00196","α=0.00196",

"E(level)","Jπ(level)","T1/2(level)","Comments",
"2088.44","1+,1-,2+","","Gammas to 2+ states and to 0+., E(level): Gammas to 2+ states and to 0+.",
"2147.83","1(-),2+","% IT = 99.98, % α = 0.020","Jπ(level): 1|+ or 2+ from γ’s to 0+, 2+; Jπ|=1+ from γ to (3)- state.",
"2348.3","1+,1-,2+","","Jπ(level): Observation of γ transition to 0+ limits assignment to 1+,1-, or 2+.",
"2360.57","1+,1-,2+","","Jπ(level): Observation of γ transition to 0+ limits assignment to 1+,1-, or 2+.",
"2423.23","1+,1-,2+","","Jπ(level): Observation of γ transition to 0+ limits assignment to 1+,1-, or 2+.",
"2505.37","1(-),2+","","Jπ(level): 1|+ or 2+ from γ’s to 0+, 2+; Jπ|=1+ from γ to (3)- state.",
"2544.96","","","Jπ(level): γ transitions to 2+ states and β- decay from the 1- 214Bi limit Jπ’s to 0+,1|+ and 2|+.",
"2630.86","1+,1-,2+","","Jπ(level): Observation of γ transition to 0+ limits assignment to 1+,1-, or 2+.",
